problem_id,skill
561636,Addition and Subtraction Integers
514197,Greatest Common Factor
436448,Equation Solving More Than Two Steps
89696,Square Root
613486,Calculations with Similar Figures
139551,Probability of Two Distinct Events
531344,Area Triangle
523810,Absolute Value
108975,Finding Percents
230884,Counting Methods
604583,Rounding
173065,Area Trapezoid
341534,Histogram as Table or Graph
661440,Angles on Parallel Lines Cut by a Transversal
409240,Addition and Subtraction Fractions
257035,Median
65613,Ordering Fractions
92365,Range
125194,Unit Conversion Standard to Metric
139506,Probability of Two Distinct Events
417615,Addition and Subtraction Fractions
86583,Proportion
289618,Box and Whisker
365733,Multiplication and Division Positive Decimals
404990,Write Linear Equation from Slope and y-intercept
89358,Area Circle
528832,Ordering Fractions
334789,Conversion of Fraction Decimals Percents
84666,Finding Percents
186443,Subtraction Whole Numbers
418504,Addition and Subtraction Fractions
341693,Multiplication Whole Numbers
400490,Polynomial Factors
188115,Multiplication and Division Positive Decimals
419648,Addition and Subtraction Fractions
556926,Conversion of Fraction Decimals Percents
170203,Quadratic Formula to Solve Quadratic Equation
408099,Addition and Subtraction Positive Decimals
513432,Prime Factor
51600,Exponents
126880,Volume Rectangular Prism
73086,Unit Conversion Within a System
442782,Equation Solving More Than Two Steps
86229,Least Common Multiple
217685,Range
127411,Surface Area Sphere
417774,Addition and Subtraction Fractions
672995,Surface Area Sphere
248671,Combining Like Terms
91199,Median
417409,Addition and Subtraction Fractions
406382,Solving Systems of Linear Equations
265869,Properties and Classification Polygons with 5 or more sides
386911,Addition and Subtraction Positive Decimals
513256,Median
662518,Rounding
561544,Addition and Subtraction Integers
400617,Polynomial Factors
256673,Median
87083,Division Fractions
87571,Divisibility Rules
365785,Multiplication and Division Positive Decimals
86554,Addition and Subtraction Fractions
370603,Prime Factor
170694,Area Circle
373681,Rounding
89896,Addition and Subtraction Integers
124280,Unit Conversion Within a System
426879,Multiplication and Division Positive Decimals
338870,Absolute Value
122997,Unit Conversion Within a System
419684,Addition and Subtraction Fractions
189553,Multiplication and Division Integers
674619,Unit Conversion Within a System
257351,Median
161513,Polynomial Factors
135517,Surface Area Rectangular Prism
160364,Polynomial Factors
408865,Rounding
149286,Simplifying Expressions positive exponents
170343,Quadratic Formula to Solve Quadratic Equation
9658,Square Root
129602,Finding Slope From Equation
398006,Conversion of Fraction Decimals Percents
217582,Range
110041,Range
409190,Addition and Subtraction Fractions
528980,Equivalent Fractions
658533,Multiplication Fractions
494858,Factoring Polynomials Standard
94961,Calculations with Similar Figures
647414,Effect of Changing Dimensions of a Shape Prportionally
221947,Percent Of
417723,Addition and Subtraction Fractions
453083,Percent Of
583733,Properties and Classification Triangles
527138,Pythagorean Theorem
219413,Multiplying non Monomial Polynomials
672527,Area Rectangle
85694,Ordering Positive Decimals
246882,Least Common Multiple
257724,Properties and Classification Rectangular Prisms
86861,Multiplication Fractions
526078,Absolute Value
84979,"Order of Operations +,-,/,* () positive reals"
503474,Estimation
504760,"Order of Operations +,-,/,* () positive reals"
423094,Write Linear Equation from Graph
122672,Unit Conversion Within a System
418577,Addition and Subtraction Fractions
570295,Addition and Subtraction Integers
93635,Counting Methods
137427,Interior Angles Figures with More than 3 Sides
403242,Multiplication and Division Positive Decimals
418740,Addition and Subtraction Fractions
658758,Addition and Subtraction Fractions
86833,Proportion
92977,Translations
171318,Area Parallelogram
660366,Multiplication and Division Positive Decimals
418301,Addition and Subtraction Fractions
55310,Solving for a variable
702872,Simplifying Expressions positive exponents
400722,Polynomial Factors
128119,Volume Prism
517728,Conversion of Fraction Decimals Percents
89819,Volume Rectangular Prism
408088,Addition and Subtraction Positive Decimals
87029,Division Fractions
526531,Interpreting Coordinate Graphs 
564198,Addition and Subtraction Integers
562180,Conversion of Fraction Decimals Percents
419785,Addition and Subtraction Fractions
417718,Addition and Subtraction Fractions
87253,Unit Rate
170938,Area Irregular Figure
401857,Division Fractions
366125,Exponents
124437,Unit Conversion Within a System
170357,Quadratic Formula to Solve Quadratic Equation
108930,Finding Percents
418795,Addition and Subtraction Fractions
163327,Equation Solving More Than Two Steps
615108,Solving for a variable
419471,Addition and Subtraction Fractions
685425,Equation Solving Two or Fewer Steps
401311,Square Root
419892,Addition and Subtraction Fractions
152877,Simplifying Expressions positive exponents
340813,Estimation
94999,Calculations with Similar Figures
71811,Calculations with Similar Figures
122296,Recognize Linear Pattern
665203,Addition and Subtraction Integers
167339,Write Linear Equation from Ordered Pairs
127367,Surface Area Sphere
254096,Interior Angles Triangle
169805,Area Rectangle
505647,Absolute Value
290881,Order of Operations All
14602,Percents
340604,Mean
13491,Distributive Property
129616,Finding Slope From Equation
169838,Area Rectangle
498779,Complementary and Supplementary Angles
76389,Area Trapezoid
508602,Ordering Fractions
160333,Polynomial Factors
94980,Calculations with Similar Figures
75566,Circumference 
610128,Unit Conversion Within a System
668389,Point Plotting
86986,Proportion
170808,Area Circle
652539,Addition and Subtraction Integers
186320,Subtraction Whole Numbers
121758,Divisibility Rules
512439,Unit Conversion Within a System
148587,Simplifying Expressions positive exponents
419300,Addition and Subtraction Fractions
125183,Unit Conversion Standard to Metric
85102,Percent Of
213437,Recognizing Equivalent Expressions
255856,Solving for a variable
525115,Equation Solving Two or Fewer Steps
366329,Prime Number
227358,Composition of Function Adding
658550,Multiplication Fractions
161689,Distributive Property
248697,Combining Like Terms
254150,Interior Angles Triangle
600777,Table
125470,Unit Conversion Standard to Metric
149138,Simplifying Expressions positive exponents
93717,Counting Methods
187154,Distributive Property
232240,Making a Table from an Equation
524437,Order of Operations All
123934,Unit Conversion Within a System
90275,Surface Area Cylinder
85869,Conversion of Fraction Decimals Percents
340607,Mean
402074,Division Fractions
124035,Unit Conversion Within a System
196243,Percent Increase or Decrease
388815,Making a Table from an Equation
200842,Solving Systems of Linear Equations
254083,Interior Angles Triangle
14729,Least Common Multiple
512442,Unit Conversion Within a System
93764,Probability of Two Distinct Events
397705,Equivalent Fractions
232182,Making a Table from an Equation
423329,Equivalent Fractions
187489,Ordering Real Numbers
90049,Multiplication and Division Integers
370725,Multiplication and Division Positive Decimals
85240,Finding Percents
326009,Addition and Subtraction Fractions
335289,Percent Of
425686,Multiplication and Division Positive Decimals
13921,Surface Area of 3D Objects
472755,Unit Conversion Within a System
2269,Mean
399570,Percent Of
481209,Addition and Subtraction Integers
91123,Median
254885,Addition and Subtraction Positive Decimals
86901,Multiplication Fractions
366265,Prime Number
510360,Exponents
265912,Properties and Classification Polygons with 5 or more sides
418088,Addition and Subtraction Fractions
409191,Addition and Subtraction Fractions
675025,Addition and Subtraction Integers
93034,Rotations
163247,Equation Solving More Than Two Steps
129636,Finding Slope From Equation
125536,Unit Conversion Standard to Metric
673025,Surface Area of Prism
163500,Equation Solving More Than Two Steps
658485,Multiplication Fractions
122907,Unit Conversion Within a System
127295,Volume Cylinder
337530,Percent Of
658460,Multiplication Fractions
639459,Equation Solving More Than Two Steps
340530,Mean
417882,Addition and Subtraction Fractions
87283,Proportion
419359,Addition and Subtraction Fractions
123470,Unit Conversion Within a System
172885,Pattern Finding 
418547,Addition and Subtraction Fractions
404953,Write Linear Equation from Slope and y-intercept
171133,Area Parallelogram
408558,Equation Solving More Than Two Steps
171349,Area Trapezoid
172047,Circumference 
93111,Histogram as Table or Graph
76386,Area Trapezoid
400742,Polynomial Factors
34132,Division Whole Numbers
254225,Interior Angles Triangle
187708,Addition and Subtraction Positive Decimals
658600,Multiplication Fractions
429354,Multiplication and Division Positive Decimals
169710,Area Rectangle
528720,Addition and Subtraction Positive Decimals
431954,Multiplication Whole Numbers
372305,Equivalent Fractions
61104,Conversion of Fraction Decimals Percents
257269,Median
152887,Simplifying Expressions positive exponents
660324,Multiplication and Division Positive Decimals
55314,Solving for a variable
124431,Unit Conversion Within a System
257677,Properties and Classification Rectangular Prisms
77406,Volume Sphere
666712,Percent Of
747668,Probability of a Single Event
93724,Probability of Two Distinct Events
139979,Complementary and Supplementary Angles
127784,Volume Pyramid
345856,Scientific Notation
703132,Simplifying Expressions positive exponents
195085,Distributive Property
694343,Addition Whole Numbers
609245,Equation Solving Two or Fewer Steps
87966,Prime Number
88484,Rounding
544523,Multiplication and Division Positive Decimals
401050,Write Linear Equation from Situation
54161,Multiplication Fractions
333354,Combining Like Terms
334786,Conversion of Fraction Decimals Percents
170837,Area Irregular Figure
122857,Unit Conversion Within a System
652346,Addition and Subtraction Integers
148521,Simplifying Expressions positive exponents
660006,Unit Rate
400669,Polynomial Factors
661428,Complementary and Supplementary Angles
418117,Addition and Subtraction Fractions
126433,Surface Area Rectangular Prism
522172,Multiplication and Division Positive Decimals
89495,Circumference 
137401,Interior Angles Figures with More than 3 Sides
90682,Pattern Finding 
178843,Subtraction Whole Numbers
91314,Perimeter of a Polygon
514651,Substitution
691327,Percent Of
57503,Venn Diagram
107919,Equation Solving More Than Two Steps
355356,Equivalent Fractions
218776,Division Fractions
61499,Unit Rate
75307,Nets of 3D Figures
430313,Write Linear Equation from Situation
71492,Calculations with Similar Figures
419799,Addition and Subtraction Fractions
409317,Addition and Subtraction Fractions
417762,Addition and Subtraction Fractions
598871,Addition and Subtraction Fractions
504931,Solving for a variable
84928,Conversion of Fraction Decimals Percents
126635,Surface Area Rectangular Prism
87292,Proportion
668329,Point Plotting
119239,Probability of a Single Event
172425,Area Circle
86767,Addition and Subtraction Fractions
149265,Simplifying Expressions positive exponents
385953,Proportion
91159,Mean
481096,Addition and Subtraction Integers
421037,Prime Factor
232272,Making a Table from an Equation
87508,Equation Solving Two or Fewer Steps
401279,Exponents
265752,Properties and Classification Polygons with 5 or more sides
188871,Scientific Notation
652495,Addition and Subtraction Integers
525457,Solving for a variable
125276,Unit Conversion Standard to Metric
366113,Line Plot
126432,Surface Area Rectangular Prism
91269,Perimeter of a Polygon
93650,Counting Methods
137251,Finding y-intercept from Linear Equation
335541,Finding Percents
